frame.time_delta,frame.time_delta_displayed,frame.time_epoch,frame.time_invalid,frame.time_relative,eth.src,eth.dst,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.flags,frame.cap_len,frame.len,frame.number,tcp.stream,tcp.analysis.initial_rtt,tcp.time_delta,tcp.len,tcp.window_size_value,tcp.checksum,mqtt.clientid,mqtt.clientid_len,mqtt.conack.flags,mqtt.conack.flags.reserved,mqtt.conack.flags.sp,mqtt.conack.val,mqtt.conflag.cleansess,mqtt.conflag.passwd,mqtt.conflag.qos,mqtt.conflag.reserved,mqtt.conflag.retain,mqtt.conflag.uname,mqtt.conflag.willflag,mqtt.conflags,mqtt.dupflag,mqtt.hdrflags,mqtt.kalive,mqtt.len,mqtt.msg,mqtt.msgid,mqtt.msgtype,mqtt.passwd,mqtt.passwd_len,mqtt.proto_len,mqtt.protoname,mqtt.qos,mqtt.retain,mqtt.sub.qos,mqtt.suback.qos,mqtt.topic,mqtt.topic_len,mqtt.username,mqtt.username_len,mqtt.ver,mqtt.willmsg,mqtt.willmsg_len,mqtt.willtopic,mqtt.willtopic_len,ip.proto
"0.000001000","0.000001000","1593619993.178548000",,"116.819196000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","50518","0x00000012","66","66","4803","399",,"0.001019000","0","65535","0x0000ddca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000117000","0.000117000","1593619993.178665000",,"116.819313000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50515","1883","0x00000004","54","54","4804","398",,"0.000118000","0","0","0x000088cd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000001000","0.000001000","1593619993.178666000",,"116.819314000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50515","1883","0x00000004","54","54","4805","398",,"0.000001000","0","0","0x000088cd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000000000","0.000000000","1593619993.178666000",,"116.819314000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50502","1883","0x00000010","54","54","4806","396","0.031918000","0.000120000","0","4095","0x0000b364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000124000","0.000124000","1593619993.178790000",,"116.819438000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50518","1883","0x00000010","54","54","4807","399","0.001261000","0.000242000","0","4096","0x00000e9e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000522000","0.000522000","1593619993.179312000",,"116.819960000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50518","1883","0x00000018","74","74","4808","399","0.001261000","0.000522000","20","4096","0x00005b3a","$topic","6",,,,,"1","0","0","0","0","0","0","0x00000002",,"0x00000010","60","18",,,"1",,,"4","MQTT",,,,,,,,,"4",,,,,"6"
"0.000264000","0.000264000","1593619993.179576000",,"116.820224000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50518","1883","0x00000019","68","68","4809","399","0.001261000","0.000264000","14","4096","0x0000ce7c",,,,,,,,,,,,,,,"0","0x00000030",,"12","74657374",,"3",,,,,"0","0",,,"Topic1","6",,,,,,,,"6"
"0.000412000","0.000412000","1593619993.179988000",,"116.820636000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50521","1883","0x00000002","78","78","4810","400",,"0.000000000","0","65535","0x00006720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000802000","0.000802000","1593619993.180790000",,"116.821438000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","50518","0x00000010","60","60","4811","399","0.001261000","0.001214000","0","513","0x00001c7a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000429000","0.000429000","1593619993.181219000",,"116.821867000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","50518","0x00000018","60","60","4812","399","0.001261000","0.000429000","4","513","0x0000fc6b",,,"0x00000000","0","0","0",,,,,,,,,,"0x00000020",,"2",,,"2",,,,,,,,,,,,,,,,,,"6"
"0.000002000","0.000002000","1593619993.181221000",,"116.821869000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","50521","0x00000012","66","66","4813","400",,"0.001233000","0","65535","0x0000c9f4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000001000","0.000001000","1593619993.181222000",,"116.821870000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","50502","0x00000018","68","68","4814","396","0.031918000","0.002556000","14","513","0x00008156",,,,,,,,,,,,,,,"0","0x00000030",,"12","74657374",,"3",,,,,"0","0",,,"Topic1","6",,,,,,,,"6"
"0.000001000","0.000001000","1593619993.181223000",,"116.821871000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","50518","0x00000011","60","60","4815","399",,"0.000004000","0","513","0x00001c75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000044000","0.000044000","1593619993.181267000",,"116.821915000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50518","1883","0x00000004","54","54","4816","399",,"0.000044000","0","0","0x0000f071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000030000","0.000030000","1593619993.181297000",,"116.821945000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50521","1883","0x00000010","54","54","4817","400","0.001309000","0.000076000","0","4096","0x0000fac7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000000000","0.000000000","1593619993.181297000",,"116.821945000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50502","1883","0x00000010","54","54","4818","396","0.031918000","0.000075000","0","4095","0x0000b356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000001000","0.000001000","1593619993.181298000",,"116.821946000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50518","1883","0x00000004","54","54","4819","399",,"0.000031000","0","0","0x0000f071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000121000","0.000121000","1593619993.181419000",,"116.822067000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50521","1883","0x00000018","68","68","4820","400","0.001309000","0.000122000","14","4096","0x000044be","","0",,,,,"1","0","0","0","0","0","0","0x00000002",,"0x00000010","60","12",,,"1",,,"4","MQTT",,,,,,,,,"4",,,,,"6"
"0.000262000","0.000262000","1593619993.181681000",,"116.822329000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50521","1883","0x00000019","68","68","4821","400","0.001309000","0.000262000","14","4096","0x0000baac",,,,,,,,,,,,,,,"0","0x00000030",,"12","74657374",,"3",,,,,"0","0",,,"Topic1","6",,,,,,,,"6"
"0.000340000","0.000340000","1593619993.182021000",,"116.822669000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50524","1883","0x00000002","78","78","4822","401",,"0.000000000","0","65535","0x0000c13b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.001048000","0.001048000","1593619993.183069000",,"116.823717000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","50521","0x00000010","60","60","4823","400","0.001309000","0.001388000","0","513","0x000008aa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000005000","0.000005000","1593619993.183074000",,"116.823722000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","50524","0x00000012","66","66","4824","401",,"0.001053000","0","65535","0x0000e195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000000000","0.000000000","1593619993.183074000",,"116.823722000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","50521","0x00000018","60","60","4825","400","0.001309000","0.000005000","4","513","0x0000e89b",,,"0x00000000","0","0","0",,,,,,,,,,"0x00000020",,"2",,,"2",,,,,,,,,,,,,,,,,,"6"
"0.000121000","0.000121000","1593619993.183195000",,"116.823843000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50524","1883","0x00000010","54","54","4826","401","0.001174000","0.000121000","0","4096","0x00001269",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000001000","0.000001000","1593619993.183196000",,"116.823844000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50521","1883","0x00000004","54","54","4827","400",,"0.000122000","0","0","0x0000f341",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000340000","0.000340000","1593619993.183536000",,"116.824184000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","50502","0x00000018","68","68","4828","396","0.031918000","0.002239000","14","513","0x00008148",,,,,,,,,,,,,,,"0","0x00000030",,"12","74657374",,"3",,,,,"0","0",,,"Topic1","6",,,,,,,,"6"
"0.000005000","0.000005000","1593619993.183541000",,"116.824189000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","50521","0x00000011","60","60","4829","400",,"0.000345000","0","513","0x000008a5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000018000","0.000018000","1593619993.183559000",,"116.824207000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50524","1883","0x00000018","749","749","4830","401","0.001174000","0.000364000","695","4096","0x0000b656","testtesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttesttest","680",,,,,"1","0","0","0","0","0","0","0x00000002",,"0x00000010","60","692",,,"1",,,"4","MQTT",,,,,,,,,"4",,,,,"6"
"0.000065000","0.000065000","1593619993.183624000",,"116.824272000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50502","1883","0x00000010","54","54","4831","396","0.031918000","0.000088000","0","4095","0x0000b348",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000013000","0.000013000","1593619993.183637000",,"116.824285000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50521","1883","0x00000004","54","54","4832","400",,"0.000096000","0","0","0x0000f341",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000341000","0.000341000","1593619993.183978000",,"116.824626000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50524","1883","0x00000019","68","68","4833","401","0.001174000","0.000419000","14","4096","0x0000cfa4",,,,,,,,,,,,,,,"0","0x00000030",,"12","74657374",,"3",,,,,"0","0",,,"Topic1","6",,,,,,,,"6"
"0.000753000","0.000753000","1593619993.184731000",,"116.825379000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50527","1883","0x00000002","78","78","4834","402",,"0.000000000","0","65535","0x0000d510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000263000","0.000263000","1593619993.184994000",,"116.825642000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","50524","0x00000010","60","60","4835","401","0.001174000","0.001016000","0","510","0x00001da5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000629000","0.000629000","1593619993.185623000",,"116.826271000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","50524","0x00000018","60","60","4836","401","0.001174000","0.000629000","4","510","0x0000fd96",,,"0x00000000","0","0","0",,,,,,,,,,"0x00000020",,"2",,,"2",,,,,,,,,,,,,,,,,,"6"
"0.000006000","0.000006000","1593619993.185629000",,"116.826277000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","50502","0x00000018","68","68","4837","396","0.031918000","0.002005000","14","513","0x0000813a",,,,,,,,,,,,,,,"0","0x00000030",,"12","74657374",,"3",,,,,"0","0",,,"Topic1","6",,,,,,,,"6"
"0.000001000","0.000001000","1593619993.185630000",,"116.826278000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","50524","0x00000011","60","60","4838","401",,"0.000007000","0","510","0x00001da0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000114000","0.000114000","1593619993.185744000",,"116.826392000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50524","1883","0x00000004","54","54","4839","401",,"0.000114000","0","0","0x00004ab6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000001000","0.000001000","1593619993.185745000",,"116.826393000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50524","1883","0x00000004","54","54","4840","401",,"0.000001000","0","0","0x00004ab6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000000000","0.000000000","1593619993.185745000",,"116.826393000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50502","1883","0x00000010","54","54","4841","396","0.031918000","0.000116000","0","4095","0x0000b33a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000110000","0.000110000","1593619993.185855000",,"116.826503000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","50527","0x00000012","66","66","4842","402",,"0.001124000","0","65535","0x00004694",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000051000","0.000051000","1593619993.185906000",,"116.826554000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50527","1883","0x00000010","54","54","4843","402","0.001175000","0.000051000","0","4096","0x00007767",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000321000","0.000321000","1593619993.186227000",,"116.826875000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50527","1883","0x00000018","68","68","4844","402","0.001175000","0.000321000","14","4096","0x0000c15d","","0",,,,,"1","0","0","0","0","0","0","0x00000002",,"0x00000010","60","12",,,"1",,,"4","MQTT",,,,,,,,,"4",,,,,"6"
"0.000240000","0.000240000","1593619993.186467000",,"116.827115000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50527","1883","0x00000019","68","68","4845","402","0.001175000","0.000240000","14","4096","0x0000374c",,,,,,,,,,,,,,,"0","0x00000030",,"12","74657374",,"3",,,,,"0","0",,,"Topic1","6",,,,,,,,"6"
"0.000644000","0.000644000","1593619993.187111000",,"116.827759000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50530","1883","0x00000002","78","78","4846","403",,"0.000000000","0","65535","0x00003dc7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000271000","0.000271000","1593619993.187382000",,"116.828030000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","50527","0x00000010","60","60","4847","402","0.001175000","0.000915000","0","513","0x00008549",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000613000","0.000613000","1593619993.187995000",,"116.828643000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","50527","0x00000018","60","60","4848","402","0.001175000","0.000613000","4","513","0x0000653b",,,"0x00000000","0","0","0",,,,,,,,,,"0x00000020",,"2",,,"2",,,,,,,,,,,,,,,,,,"6"
"0.000002000","0.000002000","1593619993.187997000",,"116.828645000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","50502","0x00000018","68","68","4849","396","0.031918000","0.002252000","14","513","0x0000812c",,,,,,,,,,,,,,,"0","0x00000030",,"12","74657374",,"3",,,,,"0","0",,,"Topic1","6",,,,,,,,"6"
"0.000000000","0.000000000","1593619993.187997000",,"116.828645000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","50527","0x00000011","60","60","4850","402",,"0.000002000","0","513","0x00008544",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000042000","0.000042000","1593619993.188039000",,"116.828687000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50527","1883","0x00000004","54","54","4851","402",,"0.000042000","0","0","0x00006136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000000000","0.000000000","1593619993.188039000",,"116.828687000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50527","1883","0x00000004","54","54","4852","402",,"0.000000000","0","0","0x00006136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000001000","0.000001000","1593619993.188040000",,"116.828688000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50502","1883","0x00000010","54","54","4853","396","0.031918000","0.000043000","0","4095","0x0000b32c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000178000","0.000178000","1593619993.188218000",,"116.828866000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","50530","0x00000012","66","66","4854","403",,"0.001107000","0","65535","0x0000137a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000033000","0.000033000","1593619993.188251000",,"116.828899000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50530","1883","0x00000010","54","54","4855","403","0.001140000","0.000033000","0","4096","0x0000444d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000097000","0.000097000","1593619993.188348000",,"116.828996000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50530","1883","0x00000018","68","68","4856","403","0.001140000","0.000097000","14","4096","0x00008e43","","0",,,,,"1","0","0","0","0","0","0","0x00000002",,"0x00000010","60","12",,,"1",,,"4","MQTT",,,,,,,,,"4",,,,,"6"
"0.000126000","0.000126000","1593619993.188474000",,"116.829122000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50530","1883","0x00000019","68","68","4857","403","0.001140000","0.000126000","14","4096","0x00000432",,,,,,,,,,,,,,,"0","0x00000030",,"12","74657374",,"3",,,,,"0","0",,,"Topic1","6",,,,,,,,"6"
"0.000374000","0.000374000","1593619993.188848000",,"116.829496000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50533","1883","0x00000002","78","78","4858","404",,"0.000000000","0","65535","0x00005a9f",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000685000","0.000685000","1593619993.189533000",,"116.830181000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","50530","0x00000010","60","60","4859","403","0.001140000","0.001059000","0","513","0x0000522f",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000372000","0.000372000","1593619993.189905000",,"116.830553000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","50533","0x00000012","66","66","4860","404",,"0.001057000","0","65535","0x000091f4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000030000","0.000030000","1593619993.189935000",,"116.830583000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50533","1883","0x00000010","54","54","4861","404","0.001087000","0.000030000","0","4096","0x0000c2c7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000105000","0.000105000","1593619993.190040000",,"116.830688000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50533","1883","0x00000018","68","68","4862","404","0.001087000","0.000105000","14","4096","0x00000cbe","","0",,,,,"1","0","0","0","0","0","0","0x00000002",,"0x00000010","60","12",,,"1",,,"4","MQTT",,,,,,,,,"4",,,,,"6"
"0.000053000","0.000053000","1593619993.190093000",,"116.830741000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","50530","0x00000018","60","60","4863","403","0.001140000","0.000560000","4","513","0x00003221",,,"0x00000000","0","0","0",,,,,,,,,,"0x00000020",,"2",,,"2",,,,,,,,,,,,,,,,,,"6"
"0.000002000","0.000002000","1593619993.190095000",,"116.830743000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","50502","0x00000018","68","68","4864","396","0.031918000","0.002055000","14","513","0x0000811e",,,,,,,,,,,,,,,"0","0x00000030",,"12","74657374",,"3",,,,,"0","0",,,"Topic1","6",,,,,,,,"6"
"0.000000000","0.000000000","1593619993.190095000",,"116.830743000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","50530","0x00000011","60","60","4865","403",,"0.000002000","0","513","0x0000522a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000046000","0.000046000","1593619993.190141000",,"116.830789000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50530","1883","0x00000004","54","54","4866","403",,"0.000046000","0","0","0x0000c9ee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000001000","0.000001000","1593619993.190142000",,"116.830790000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50530","1883","0x00000004","54","54","4867","403",,"0.000001000","0","0","0x0000c9ee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000000000","0.000000000","1593619993.190142000",,"116.830790000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50502","1883","0x00000010","54","54","4868","396","0.031918000","0.000047000","0","4095","0x0000b31e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000028000","0.000028000","1593619993.190170000",,"116.830818000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50533","1883","0x00000019","68","68","4869","404","0.001087000","0.000130000","14","4096","0x000082ac",,,,,,,,,,,,,,,"0","0x00000030",,"12","74657374",,"3",,,,,"0","0",,,"Topic1","6",,,,,,,,"6"
"0.000641000","0.000641000","1593619993.190811000",,"116.831459000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50536","1883","0x00000002","78","78","4870","405",,"0.000000000","0","65535","0x0000f426",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000296000","0.000296000","1593619993.191107000",,"116.831755000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","50533","0x00000010","60","60","4871","404","0.001087000","0.000937000","0","513","0x0000d0a9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000968000","0.000968000","1593619993.192075000",,"116.832723000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","50533","0x00000018","60","60","4872","404","0.001087000","0.000968000","4","513","0x0000b09b",,,"0x00000000","0","0","0",,,,,,,,,,"0x00000020",,"2",,,"2",,,,,,,,,,,,,,,,,,"6"
"0.000004000","0.000004000","1593619993.192079000",,"116.832727000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","50536","0x00000012","66","66","4873","405",,"0.001268000","0","65535","0x00005ead",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000000000","0.000000000","1593619993.192079000",,"116.832727000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","50502","0x00000018","68","68","4874","396","0.031918000","0.001937000","14","513","0x00008110",,,,,,,,,,,,,,,"0","0x00000030",,"12","74657374",,"3",,,,,"0","0",,,"Topic1","6",,,,,,,,"6"
"0.000001000","0.000001000","1593619993.192080000",,"116.832728000","bc:5f:f4:65:87:30","8c:85:90:b3:e6:d9","192.168.1.91","192.168.1.90","1883","50533","0x00000011","60","60","4875","404",,"0.000005000","0","513","0x0000d0a4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000119000","0.000119000","1593619993.192199000",,"116.832847000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50533","1883","0x00000004","54","54","4876","404",,"0.000119000","0","0","0x0000e6c7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000000000","0.000000000","1593619993.192199000",,"116.832847000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50536","1883","0x00000010","54","54","4877","405","0.001388000","0.000120000","0","4096","0x00008f80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000000000","0.000000000","1593619993.192199000",,"116.832847000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50502","1883","0x00000010","54","54","4878","396","0.031918000","0.000120000","0","4095","0x0000b310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"0.000083000","0.000083000","1593619993.192282000",,"116.832930000","8c:85:90:b3:e6:d9","bc:5f:f4:65:87:30","192.168.1.90","192.168.1.91","50533","1883","0x00000004","54","54","4879","404",,"0.000083000","0","0","0x0000e6c7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
